time,w_1,w_2,w_3,v_1,v_2,v_3,q_w,q_x,q_y,q_z,zeta,AoA,M1,M2,M3
5.2750000000000075,0.0,0.0,0.5203915544603407,0.0,0.0,67.6563994271874,-0.7333091162848699,0.0,0.0,-0.6798953889926765,0.0,,0.0,0.0,0.0
5.300000000000008,0.0,0.0,0.5173129216705789,0.0,0.0,67.2505058223422,-0.7244025191883832,0.0,0.0,-0.6893772480968055,0.0,,0.0,0.0,0.0
5.325000000000008,0.0,0.0,0.5142491199637539,0.0,0.0,66.84653394615431,-0.7154270973101159,0.0,0.0,-0.6986873896346076,0.0,,0.0,0.0,0.0
5.3500000000000085,0.0,0.0,0.5111999941251378,0.0,0.0,66.4444632182866,-0.7063862386643568,0.0,0.0,-0.7078265902222256,0.0,,0.0,0.0,0.0
5.375000000000009,0.0,0.0,0.5081653909545127,0.0,0.0,66.04427331785412,-0.6972832741907405,0.0,0.0,-0.7167956720948031,0.0,,0.0,0.0,0.0
5.400000000000009,0.0,0.0,0.5051451592340683,0.0,0.0,65.64594417913153,-0.6881214779106528,0.0,0.0,-0.7255955013904503,0.0,,0.0,0.0,0.0
5.42500000000001,0.0,0.0,0.5021391496969544,0.0,0.0,65.24945598734394,-0.678904067110856,0.0,0.0,-0.7342269864696735,0.0,,0.0,0.0,0.0
5.45000000000001,0.0,0.0,0.4991472149964713,0.0,0.0,64.85478917453909,-0.6696342025531085,0.0,0.0,-0.742691076269981,0.0,,0.0,0.0,0.0
5.47500000000001,0.0,0.0,0.49616920967588807,0.0,0.0,64.4619244155394,-0.6603149887085811,0.0,0.0,-0.7509887586953528,0.0,,0.0,0.0,0.0
5.500000000000011,0.0,0.0,0.49320499013887237,0.0,0.0,64.07084262397152,-0.6509494740159141,0.0,0.0,-0.7591210590402593,0.0,,0.0,0.0,0.0
5.525000000000011,0.0,0.0,0.49025441462052083,0.0,0.0,63.681524948372164,-0.6415406511617882,0.0,0.0,-0.7670890384478904,0.0,,0.0,0.0,0.0
5.550000000000011,0.0,0.0,0.4873173431589771,0.0,0.0,63.29395276836824,-0.6320914573829163,0.0,0.0,-0.7748937924022499,0.0,,0.0,0.0,0.0
5.575000000000012,0.0,0.0,0.4843936375676248,0.0,0.0,62.90810769092958,-0.6226047747884023,0.0,0.0,-0.7825364492537603,0.0,,0.0,0.0,0.0
5.600000000000012,0.0,0.0,0.48148316140784425,0.0,0.0,62.52397154669283,-0.6130834307014343,0.0,0.0,-0.7900181687780092,0.0,,0.0,0.0,0.0
5.625000000000012,0.0,0.0,0.4785857799623212,0.0,0.0,62.141526386354734,-0.6035301980193228,0.0,0.0,-0.7973401407672618,0.0,,0.0,0.0,0.0
5.650000000000013,0.0,0.0,0.4757013602088967,0.0,0.0,61.760754477133425,-0.593947795590913,0.0,0.0,-0.8045035836543522,0.0,,0.0,0.0,0.0
5.675000000000013,0.0,0.0,0.47282977079494654,0.0,0.0,61.38163829929606,-0.5843388886104437,0.0,0.0,-0.8115097431685656,0.0,,0.0,0.0,0.0
5.7000000000000135,0.0,0.0,0.4699708820122807,0.0,0.0,61.004160542751464,-0.5747060890269432,0.0,0.0,-0.8183598910231091,0.0,,0.0,0.0,0.0
5.725000000000014,0.0,0.0,0.46712456577255207,0.0,0.0,60.62830410370631,-0.5650519559682868,0.0,0.0,-0.8250553236337629,0.0,,0.0,0.0,0.0
5.750000000000014,0.0,0.0,0.4642906955831644,0.0,0.0,60.25405208138341,-0.5553789961790677,0.0,0.0,-0.8315973608683057,0.0,,0.0,0.0,0.0
5.775000000000015,0.0,0.0,0.46146914652367044,0.0,0.0,59.88138777480079,-0.5456896644714618,0.0,0.0,-0.8379873448262948,0.0,,0.0,0.0,0.0
5.800000000000015,0.0,0.0,0.4586597952226502,0.0,0.0,59.510294679610205,-0.5359863641882904,0.0,0.0,-0.8442266386487799,0.0,,0.0,0.0,0.0
5.825000000000015,0.0,0.0,0.45586251983506043,0.0,0.0,59.140756484993844,-0.5262714476775132,0.0,0.0,-0.8503166253575277,0.0,,0.0,0.0,0.0
5.850000000000016,0.0,0.0,0.4530772000200472,0.0,0.0,58.77275707061791,-0.5165472167774112,0.0,0.0,-0.8562587067233303,0.0,,0.0,0.0,0.0
5.875000000000016,0.0,0.0,0.45030371691921256,0.0,0.0,58.40628050364186,-0.5068159233117377,0.0,0.0,-0.8620543021629616,0.0,,0.0,0.0,0.0
5.900000000000016,0.0,0.0,0.4475419531353262,0.0,0.0,58.041311035782144,-0.4970797695941487,0.0,0.0,-0.8677048476643588,0.0,,0.0,0.0,0.0
5.925000000000017,0.0,0.0,0.444791792711476,0.0,0.0,57.67783310042919,-0.4873409089412397,0.0,0.0,-0.8732117947395845,0.0,,0.0,0.0,0.0
5.950000000000017,0.0,0.0,0.4420531211106479,0.0,0.0,57.315831309816616,-0.4776014461935444,0.0,0.0,-0.8785766094051416,0.0,,0.0,0.0,0.0
5.975000000000017,0.0,0.0,0.4393258251957282,0.0,0.0,56.95529045224141,-0.4678634382438694,0.0,0.0,-0.8838007711892003,0.0,,0.0,0.0,0.0
6.000000000000018,0.0,0.0,0.43660979320992177,0.0,0.0,56.5961954893341,-0.458128894572364,0.0,0.0,-0.8888857721653013,0.0,,0.0,0.0,0.0
6.025000000000018,0.0,0.0,0.4339049147575778,0.0,0.0,56.23853155337784,-0.4483997777877447,0.0,0.0,-0.8938331160121007,0.0,,0.0,0.0,0.0
6.0500000000000185,0.0,0.0,0.4312110807854172,0.0,0.0,55.8822839446753,-0.4386780041741124,0.0,0.0,-0.898644317098716,0.0,,0.0,0.0,0.0
6.075000000000019,0.0,0.0,0.4285281835641546,0.0,0.0,55.52743812896244,-0.428965444242825,0.0,0.0,-0.9033208995952412,0.0,,0.0,0.0,0.0
6.100000000000019,0.0,0.0,0.42585611667050954,0.0,0.0,55.17397973486813,-0.4192639232889032,0.0,0.0,-0.9078643966079938,0.0,,0.0,0.0,0.0
6.1250000000000195,0.0,0.0,0.42319477496959884,0.0,0.0,54.82189455141868,-0.4095752219514706,0.0,0.0,-0.9122763493390605,0.0,,0.0,0.0,0.0
6.15000000000002,0.0,0.0,0.4205440545977067,0.0,0.0,54.47116852558631,-0.3999010767777446,0.0,0.0,-0.9165583062697106,0.0,,0.0,0.0,0.0
6.17500000000002,0.0,0.0,0.41790385294542426,0.0,0.0,54.121787759880654,-0.3902431807901147,0.0,0.0,-0.9207118223672451,0.0,,0.0,0.0,0.0
6.200000000000021,0.0,0.0,0.4152740686411553,0.0,0.0,53.773738509982444,-0.3806031840558626,0.0,0.0,-0.9247384583148575,0.0,,0.0,0.0,0.0
6.225000000000021,0.0,0.0,0.4126546015349818,0.0,0.0,53.42700718241841,-0.37098269425909286,0.0,0.0,-0.9286397797640721,0.0,,0.0,0.0,0.0
6.250000000000021,0.0,0.0,0.410045352682884,0.0,0.0,53.08158033227664,-0.3613832772744655,0.0,0.0,-0.9324173566093494,0.0,,0.0,0.0,0.0
6.275000000000022,0.0,0.0,0.4074462243313114,0.0,0.0,52.73744466096148,-0.35180645774233016,0.0,0.0,-0.9360727622844252,0.0,,0.0,0.0,0.0
6.300000000000022,0.0,0.0,0.40485711990209816,0.0,0.0,52.39458701398722,-0.3422537196448852,0.0,0.0,-0.9396075730799749,0.0,,0.0,0.0,0.0
6.325000000000022,0.0,0.0,0.4022779439777204,0.0,0.0,52.05299437880974,-0.3327265068829943,0.0,0.0,-0.9430233674821854,0.0,,0.0,0.0,0.0
6.350000000000023,0.0,0.0,0.39970860228688987,0.0,0.0,51.71265388269535,-0.3232262238533121,0.0,0.0,-0.9463217255318239,0.0,,0.0,0.0,0.0
6.375000000000023,0.0,0.0,0.3971490016904804,0.0,0.0,51.37355279062603,-0.3137542360253826,0.0,0.0,-0.9495042282033969,0.0,,0.0,0.0,0.0
