time,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,xhat_0,xhat_1,xhat_2,xhat_3,xhat_4,xhat_5,xhat_6,xhat_7,xhat_8,xhat_9,input_0
0.0,0.0,0.0,223.99795532226562,0.0,0.0,0.0,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,223.99795532226562,0.0,0.0,0.0,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,-9.065056816857527e-07,-2.91243722147508e-07,-2.6333963908835865e-07,0.0,0.0,-0.24525000000000002,0.9999999999994614,-1.0378928049495144e-06,-1.201096212029735e-10,3.5881634583164396e-09,0.0
0.025,0.0,0.001385093533918628,224.0137870138025,0.0,0.15004198688120104,1.7149877576623587,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,-1.5094774390506984e-06,-7.453451691056652e-07,4.245531410241853e-08,-3.630288085348552e-09,5.202024467493455e-07,-0.49049814365762495,0.9999999999977482,-2.122029795388255e-06,-1.6710708888529865e-08,9.004293290631864e-10,1.7254640559759389e-06
0.05,0.0,0.007817657372168989,224.08731155491455,0.0,0.36059499050189964,4.121619601550442,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,-1.6871502842496604e-06,-4.734607949851505e-07,9.412832558141215e-08,-3.010635480459769e-08,1.598069968440291e-06,2.06770641768114,0.9999999999948083,-3.221493403553268e-06,-7.319254309061015e-08,2.0144438038747332e-10,1.4450689484732675e-06
0.07500000000000001,0.0,0.019353234602088775,224.2191638059951,0.0,0.5632317868760688,6.437768782571196,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,-1.5196388065276996e-06,-6.011933457123869e-07,5.265228481810519e-07,-1.7056465976513133e-08,3.0036836143403783e-06,4.3581423404335435,0.9999999999903574,-4.390372331526042e-06,-9.859986984460907e-08,3.758830055292619e-09,8.746909674297152e-07
0.1,0.0,0.036029280779250356,224.40977188600328,0.0,0.7718506013080468,8.822292742868767,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,-1.4419591514650404e-06,-5.053846183944869e-07,4.2445576736072695e-07,6.558699854253851e-08,4.82561525681675e-06,6.716813527212434,0.9999999999848114,-5.508997055476528e-06,-1.6650149422616458e-07,1.682686492287144e-08,-2.058944642442195e-06
0.125,0.0,0.05799371720159804,224.6608265431114,0.0,0.9861534700529134,11.271785741254389,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,-1.6738097333808497e-06,-4.515962378155381e-07,-2.7837390935737756e-07,1.5363319557119855e-07,7.042503258911247e-06,9.143510921196476,0.9999999999780075,-6.6295893858145145e-06,-1.8067016516218913e-07,3.1488290285877944e-08,-4.2106462091856935e-06
0.15000000000000002,0.0,0.08536992550075043,224.973738035822,0.0,1.2046000832412715,13.768641955358397,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,-1.9015991765044932e-06,-1.0105083289496214e-06,-4.775859043759201e-07,2.7142955156869093e-07,9.527089287604185e-06,11.624538342994477,0.9999999999699182,-7.754647311809557e-06,-1.684639512773342e-07,2.67648395074426e-08,-2.9433678678848166e-06
0.17500000000000002,-6.113926969560757e-05,0.11859442867935935,225.34961857939084,-0.005254216081171795,1.4555975851464906,16.306996100972704,0.9990530412256114,-0.043508725995940634,6.890937602056214e-05,4.7540700750084616e-05,0.019157577681785515,0.011560131954302767,0.00885016508395159,-6.411217426633195e-07,-1.2754136941902184e-06,0.007747740840793586,7.750217178587688e-07,1.2186495132899431e-05,14.149173172174796,0.9999999999608459,-8.847196072800328e-06,-1.8774672398636219e-07,1.487071459669937e-08,-1.0215749244870416e-06
0.2,-0.00026387067530147883,0.15816727976819495,225.78926497900358,-0.010906317387721156,1.7100992419762342,18.86449187757656,0.9990694925914535,-0.043127631196852145,0.0003069713469470975,0.000210110360391223,0.042250019835909605,0.025601454652052307,0.01883983446244763,1.5776207598389785e-06,-1.0449339851057312e-06,0.012638475501413442,1.5860889253293644e-06,1.6011381268098178e-05,16.714541919288354,0.9999999811888953,-9.933234453419303e-06,-1.8868386010482556e-07,0.0001937098452343487,-0.02701139802113512
0.225,-0.0005982380089360733,0.2040796476031315,226.29278535005048,-0.01561850431001042,1.9623168991163176,21.41504852345504,0.9990985200924095,-0.042442230065146844,0.0007355889871186983,0.00047605551729573454,0.06786000650313517,0.0412801482887263,0.026621492507896673,4.4492576885793245e-06,-2.3833648753953375e-07,0.008383644457623567,2.368519092468653e-06,2.210660224333228e-05,19.276533216591922,0.9999998700554809,-1.0945164271379934e-05,-1.7981366459062326e-07,0.0005096755757924884,-0.06416602079613215
0.25,-0.0010262962022006155,0.2562402654843907,226.8598899563577,-0.01821742517688926,2.2096482214203053,23.951143403207993,0.9991403630807412,-0.04142359518827201,0.0013727019868839513,0.0008194518882679744,0.09553552332411637,0.058330964917557425,0.03268531965986208,9.787246758257568e-06,4.949539050048762e-07,-0.0035758284144511675,2.5058905614405465e-06,3.16118529020447e-05,21.823139477461428,0.9999997412597745,-1.1866395350554392e-05,-1.8749905653877314e-07,0.000719263190639811,-0.08423729078676465
0.275,-0.0014780050520296392,0.31449669768720506,227.4901943687769,-0.01740111544871251,2.449742733602788,26.47028642891821,0.9991943653583238,-0.040049364356024825,0.002233309050004573,0.0012365513926910036,0.12467065622364884,0.07638914261359625,0.04016599356948699,1.7816045239847343e-05,1.1259237279206885e-06,-0.012971941290493724,1.8530128470884802e-06,4.7867882420397746e-05,24.352528975778643,0.9999998015521352,-1.2622232887737561e-05,-1.3980372435728602e-07,0.0006298701055189193,-0.07761603196910806
0.30000000000000004,-0.0018523224803263455,0.37863224429917985,228.18315550045784,-0.011844207782868278,2.6796262922184084,28.963018808084655,0.9992588256640029,-0.038305999671844566,0.0033284256815974966,0.0017624160878902818,0.15451370622098085,0.09498068582637559,0.051747349239106726,3.0557768863626024e-05,2.715477442082481e-06,-0.012376213302855578,3.703276187679318e-07,7.534004963040377e-05,26.856746757606288,0.9999999532206164,-1.3162430494228803e-05,-4.937038270876135e-08,0.00030559043347740133,-0.06058502330060343
