# Time (s), ω1 (rad/s), ω2 (rad/s), ω3 (rad/s), α1 (rad/s²), α2 (rad/s²), α3 (rad/s²)
25.020176,-0.008991,0.015309,0.070356,0.011220,-0.000994,0.002667
25.052148,-0.008348,0.015250,0.070462,0.028295,-0.002969,0.004053
25.084120,-0.007238,0.015158,0.070615,0.039612,-0.003361,0.005461
25.116092,-0.005883,0.015080,0.070809,0.043368,-0.001951,0.006601
25.148064,-0.004531,0.015049,0.071033,0.039337,-0.000623,0.007285
25.185123,-0.003268,0.015029,0.071309,0.026614,-0.000682,0.007413
25.222182,-0.002580,0.014989,0.071576,0.008841,-0.001120,0.006851
25.259241,-0.002576,0.014948,0.071812,-0.009296,-0.001426,0.005769
25.296301,-0.003193,0.014902,0.072003,-0.023279,-0.001586,0.004463
25.333360,-0.004210,0.014849,0.072146,-0.029847,-0.001495,0.003275
25.370419,-0.005321,0.014800,0.072251,-0.027797,-0.001542,0.002491
25.407478,-0.006212,0.014754,0.072337,-0.018208,-0.002241,0.002275
25.444537,-0.006651,0.014690,0.072425,-0.004044,-0.003019,0.002642
25.491683,-0.006423,0.014597,0.072570,0.014530,-0.002500,0.003695
25.527446,-0.005721,0.014537,0.072718,0.024444,-0.001527,0.004639
25.563209,-0.004752,0.014494,0.072899,0.028302,-0.001319,0.005448
25.598972,-0.003757,0.014445,0.073105,0.025559,-0.001512,0.005935
25.634735,-0.002962,0.014382,0.073320,0.017304,-0.000938,0.005998
25.670498,-0.002529,0.014336,0.073530,0.005928,0.000228,0.005639
25.717144,-0.002585,0.014306,0.073776,-0.008787,-0.000325,0.004738
25.754139,-0.003061,0.014270,0.073937,-0.016509,-0.001793,0.003932
25.791134,-0.003735,0.014200,0.074070,-0.018736,-0.001762,0.003280
25.828129,-0.004391,0.014143,0.074183,-0.015258,-0.000682,0.002928
25.865124,-0.004833,0.014125,0.074290,-0.007372,-0.001252,0.002933
25.902119,-0.004939,0.014085,0.074402,0.002508,-0.003405,0.003281
25.946308,-0.004596,0.013972,0.074561,0.013086,-0.002513,0.003971
25.990497,-0.003877,0.013926,0.074751,0.018662,-0.000435,0.004636
26.034686,-0.003055,0.013902,0.074965,0.017569,-0.004082,0.005042
26.078875,-0.002408,0.013769,0.075191,0.010592,-0.004548,0.005073
26.123064,-0.002141,0.013661,0.075409,0.000771,0.001401,0.004703
26.167252,-0.002301,0.013709,0.075605,-0.007867,0.004342,0.004080
26.211441,-0.002763,0.013762,0.075772,-0.011975,-0.001630,0.003477
26.255630,-0.003285,0.013641,0.075918,-0.010243,-0.008243,0.003154
26.299819,-0.003614,0.013470,0.076057,-0.003821,-0.007406,0.003189
26.344008,-0.003592,0.013458,0.076202,0.004288,-0.005335,0.003493
26.388197,-0.003223,0.013487,0.076365,0.010594,-0.008556,0.003946
26.432386,-0.002672,0.013312,0.076548,0.012665,-0.007076,0.004357
26.476575,-0.002161,0.013095,0.076744,0.010143,0.007183,0.004494
26.512683,-0.001892,0.013183,0.076905,0.005723,0.017401,0.004350
26.548791,-0.001785,0.013511,0.077059,0.000721,0.006808,0.004070
26.584900,-0.001833,0.013572,0.077202,-0.003495,-0.018861,0.003797
26.621008,-0.002046,0.013201,0.077334,-0.008037,-0.011311,0.003571
26.626684,-0.002083,0.013029,0.077354,-0.005908,-0.038443,0.003563
26.632361,-0.002096,0.012602,0.077374,-0.000141,-0.104060,0.003630
26.638038,-0.002079,0.011878,0.077395,0.005551,-0.154948,0.003777
26.645893,-0.002005,0.010535,0.077426,0.013216,-0.197552,0.004062
26.653748,-0.001873,0.009003,0.077459,0.020564,-0.208402,0.004374
26.661603,-0.001687,0.007497,0.077495,0.027507,-0.190772,0.004650
26.673193,-0.001317,0.005748,0.077550,0.036801,-0.130140,0.004909
26.682298,-0.000955,0.004909,0.077595,0.043215,-0.064869,0.004987
26.691402,-0.000538,0.004635,0.077640,0.048731,0.000767,0.004995
26.700507,-0.000076,0.004880,0.077685,0.053270,0.055608,0.004994
26.716438,0.000818,0.006196,0.077766,0.058715,0.110494,0.005125
26.728364,0.001533,0.007526,0.077829,0.060570,0.104983,0.005404
26.740290,0.002260,0.008643,0.077896,0.060487,0.065537,0.005764
26.752216,0.002976,0.009202,0.077966,0.058511,0.009109,0.006055
26.764142,0.003659,0.009089,0.078038,0.054755,-0.043443,0.006134
26.776068,0.004286,0.008427,0.078109,0.049392,-0.074902,0.005949
26.787994,0.004840,0.007504,0.078178,0.042645,-0.077335,0.005570
26.799920,0.005303,0.006663,0.078241,0.034776,-0.053628,0.005150
26.811167,0.005647,0.006218,0.078298,0.026628,-0.020119,0.004871
26.822415,0.005896,0.006150,0.078352,0.018022,0.012880,0.004747
26.833663,0.006046,0.006391,0.078406,0.009193,0.037218,0.004742
26.849391,0.006090,0.007063,0.078482,-0.003151,0.050493,0.004823
26.865120,0.005951,0.007771,0.078558,-0.014865,0.036738,0.004797
26.880848,0.005640,0.008160,0.078631,-0.025298,0.005928,0.004500
26.896577,0.005180,0.008083,0.078696,-0.033926,-0.023993,0.003952
26.912305,0.004600,0.007644,0.078753,-0.040340,-0.038105,0.003314
26.928034,0.003935,0.007108,0.078800,-0.044255,-0.031678,0.002770
26.943763,0.003226,0.006750,0.078840,-0.045529,-0.010972,0.002417
26.959852,0.002508,0.006713,0.078878,-0.044163,0.009812,0.002239
26.975941,0.001832,0.006935,0.078914,-0.040308,0.021912,0.002165
26.992031,0.001233,0.007261,0.078948,-0.034281,0.021427,0.002141
27.011325,0.000651,0.007608,0.078989,-0.024637,0.007060,0.002164
27.030619,0.000273,0.007651,0.079032,-0.013231,-0.013626,0.002265
27.049912,0.000129,0.007326,0.079078,-0.001141,-0.025817,0.002464
27.069206,0.000222,0.006844,0.079129,0.010551,-0.019474,0.002738
27.091283,0.000591,0.006525,0.079194,0.022188,0.004535,0.003099
27.113360,0.001191,0.006691,0.079267,0.030834,0.026403,0.003503
27.135437,0.001947,0.007190,0.079349,0.035687,0.026789,0.003941
27.157514,0.002762,0.007585,0.079439,0.036400,0.004463,0.004317
27.161307,0.002900,0.007595,0.079456,0.036089,-0.001258,0.004357
27.165100,0.003036,0.007582,0.079472,0.035661,-0.006693,0.004388
27.168893,0.003170,0.007548,0.079489,0.035119,-0.011566,0.004409
27.176479,0.003431,0.007437,0.079522,0.033714,-0.018923,0.004427
27.184065,0.003679,0.007284,0.079556,0.031898,-0.022895,0.004418
27.191651,0.003912,0.007115,0.079589,0.029705,-0.023473,0.004387
27.210941,0.004413,0.006782,0.079673,0.022814,-0.015563,0.004280
27.230231,0.004766,0.006647,0.079754,0.014490,-0.001923,0.004170
27.249521,0.004953,0.006708,0.079833,0.005465,0.008291,0.004069
27.275691,0.004937,0.006949,0.079938,-0.006814,0.011143,0.003890
27.301861,0.004627,0.007124,0.080035,-0.017357,0.001868,0.003585
27.328031,0.004086,0.007057,0.080124,-0.024530,-0.008095,0.003168
27.354201,0.003410,0.006861,0.080202,-0.027416,-0.009169,0.002784
27.380371,0.002712,0.006723,0.080273,-0.025805,-0.003088,0.002548
27.406541,0.002103,0.006717,0.080338,-0.020175,0.002766,0.002477
27.432711,0.001677,0.006780,0.080403,-0.011608,0.003502,0.002538
27.461916,0.001486,0.006800,0.080479,-0.000447,0.000189,0.002714
27.491120,0.001617,0.006748,0.080562,0.010252,-0.002315,0.002963
27.520325,0.002027,0.006680,0.080652,0.018488,-0.002762,0.003245
27.549530,0.002624,0.006620,0.080751,0.022840,-0.001927,0.003506
27.584303,0.003415,0.006582,0.080876,0.022263,-0.000346,0.003726
27.619077,0.004093,0.006572,0.081007,0.015922,0.000071,0.003794
27.653851,0.004493,0.006560,0.081137,0.005803,-0.000872,0.003689
27.688625,0.004527,0.006526,0.081262,-0.005179,-0.001782,0.003442
27.723398,0.004213,0.006483,0.081377,-0.014011,-0.001649,0.003130
27.758172,0.003661,0.006448,0.081481,-0.018402,-0.000922,0.002842
27.792946,0.003038,0.006424,0.081577,-0.017377,-0.000595,0.002649
27.827720,0.002525,0.006395,0.081668,-0.011491,-0.000881,0.002590
27.862494,0.002262,0.006352,0.081759,-0.002606,-0.001167,0.002667
27.897267,0.002313,0.006305,0.081855,0.006685,-0.001005,0.002848
27.932041,0.002653,0.006265,0.081957,0.013804,-0.000656,0.003074
27.966815,0.003179,0.006234,0.082067,0.016895,-0.000614,0.003275
28.001589,0.003740,0.006205,0.082182,0.015306,-0.000938,0.003393
28.036363,0.004184,0.006174,0.082300,0.009713,-0.001261,0.003394
28.071136,0.004401,0.006142,0.082417,0.001874,-0.001297,0.003283
28.105910,0.004347,0.006113,0.082528,-0.005914,-0.001132,0.003094
28.140684,0.004058,0.006086,0.082632,-0.011476,-0.000994,0.002880
28.175458,0.003632,0.006056,0.082730,-0.013372,-0.000943,0.002696
28.210231,0.003202,0.006021,0.082822,-0.011262,-0.000875,0.002589
28.245005,0.002894,0.005983,0.082912,-0.005948,-0.000739,0.002580
28.279779,0.002795,0.005955,0.083003,0.000889,-0.001286,0.002663
28.314553,0.002938,0.005949,0.083098,0.007133,-0.004340,0.002811
28.355605,0.003351,0.005925,0.083216,0.011185,-0.010688,0.002990
28.396657,0.003833,0.005774,0.083340,0.010586,-0.008212,0.003062
28.437709,0.004193,0.005682,0.083466,0.006033,0.001678,0.003044
28.478761,0.004321,0.005752,0.083590,-0.000453,0.005349,0.002978
28.519813,0.004206,0.005799,0.083710,-0.006231,-0.001988,0.002826
28.560865,0.003897,0.005689,0.083823,-0.009142,-0.004245,0.002628
28.601917,0.003503,0.005532,0.083928,-0.007848,0.007607,0.002490
28.635931,0.003271,0.005628,0.084013,-0.004037,0.008846,0.002521
28.669946,0.003191,0.005794,0.084100,0.001184,0.002031,0.002622
28.703960,0.003285,0.005736,0.084189,0.006076,-0.007268,0.002693
28.737974,0.003537,0.005483,0.084281,0.009132,-0.013038,0.002726
28.775653,0.003897,0.005262,0.084385,0.009453,-0.004775,0.002771
28.813332,0.004215,0.005280,0.084490,0.006562,0.010784,0.002832
28.851011,0.004386,0.005503,0.084598,0.001583,0.012823,0.002863
28.856718,0.004390,0.005555,0.084614,0.000746,0.009028,0.002862
28.862426,0.004389,0.005583,0.084630,-0.000073,0.005173,0.002851
28.873841,0.004404,0.005638,0.084663,0.001247,0.004682,0.002832
28.878600,0.004290,0.005333,0.084675,-0.023856,-0.064210,0.002638
28.883360,0.004057,0.004764,0.084686,-0.048309,-0.118299,0.002326
28.888965,0.003708,0.003962,0.084698,-0.076608,-0.171421,0.001933
28.894570,0.003204,0.002939,0.084708,-0.103777,-0.202942,0.001519
28.900175,0.002553,0.001803,0.084716,-0.129621,-0.213020,0.001180
28.910509,0.000988,-0.000266,0.084727,-0.173237,-0.181470,0.000964
28.920842,-0.000999,-0.001823,0.084740,-0.210673,-0.103560,0.001370
28.931176,-0.003338,-0.002487,0.084756,-0.240940,-0.009519,0.002103
28.941509,-0.005951,-0.002227,0.084777,-0.263356,0.071712,0.002616
28.953160,-0.009119,-0.001124,0.084804,-0.278741,0.123958,0.002364
28.964810,-0.012403,0.000326,0.084824,-0.283442,0.124086,0.001203
28.976461,-0.015682,0.001561,0.084830,-0.277635,0.080797,-0.000282
28.988111,-0.018835,0.002189,0.084823,-0.261869,0.016647,-0.001218
29.003398,-0.022597,0.001916,0.084814,-0.227571,-0.056309,-0.000619
29.015701,-0.025177,0.001023,0.084820,-0.190449,-0.078253,0.001367
29.028005,-0.027258,0.000061,0.084848,-0.146812,-0.061441,0.003584
29.040308,-0.028772,-0.000521,0.084894,-0.098684,-0.020382,0.004798
29.052611,-0.029676,-0.000534,0.084948,-0.048171,0.020918,0.004467
29.064915,-0.029956,-0.000101,0.084993,0.002601,0.042853,0.003025
29.078236,-0.029567,0.000530,0.085025,0.055483,0.039720,0.001332
29.091557,-0.028504,0.000980,0.085038,0.103833,0.015294,0.000527
29.104878,-0.026841,0.001060,0.085046,0.145520,-0.014381,0.000881
29.118199,-0.024676,0.000784,0.085061,0.178793,-0.033763,0.001980
29.134968,-0.021429,0.000247,0.085099,0.206866,-0.033584,0.003287
29.151737,-0.017847,-0.000139,0.085153,0.218251,-0.011797,0.003740
29.168506,-0.014212,-0.000153,0.085213,0.212823,0.014038,0.003353
29.185275,-0.010797,0.000159,0.085270,0.191726,0.027479,0.002693
29.202044,-0.007847,0.000566,0.085320,0.157236,0.022879,0.002271
29.218814,-0.005563,0.000823,0.085361,0.112541,0.006661,0.002215
29.235583,-0.004084,0.000829,0.085397,0.061468,-0.008924,0.002366
29.254462,-0.003482,0.000608,0.085436,0.001465,-0.013873,0.002559
29.273342,-0.004005,0.000392,0.085482,-0.055465,-0.003514,0.002574
29.292221,-0.005533,0.000418,0.085535,-0.103839,0.011850,0.002333
29.311101,-0.007857,0.000686,0.085587,-0.139377,0.017931,0.001911
29.329981,-0.010707,0.000974,0.085625,-0.159362,0.009565,0.001528
29.348860,-0.013779,0.001054,0.085651,-0.162736,-0.004996,0.001449
29.367740,-0.016762,0.000902,0.085675,-0.150067,-0.012522,0.001728
29.386620,-0.019368,0.000694,0.085706,-0.123413,-0.007264,0.002072
29.405499,-0.021364,0.000635,0.085746,-0.086075,0.004432,0.002106
29.424379,-0.022585,0.000771,0.085786,-0.042242,0.011026,0.001809
29.443258,-0.022951,0.000959,0.085819,0.003474,0.006421,0.001544
29.462138,-0.022469,0.001015,0.085849,0.046520,-0.004493,0.001681
29.481018,-0.021231,0.000886,0.085884,0.082852,-0.010916,0.002173
29.499897,-0.019397,0.000701,0.085928,0.109300,-0.006686,0.002618
29.520671,-0.016938,0.000637,0.085984,0.124602,0.004528,0.002701
29.541444,-0.014318,0.000775,0.086041,0.124539,0.011065,0.002475
29.562218,-0.011850,0.000971,0.086094,0.109976,0.007357,0.002316
29.582992,-0.009814,0.001053,0.086142,0.083448,-0.001449,0.002386
29.603765,-0.008422,0.000990,0.086188,0.048792,-0.005970,0.002545
29.631552,-0.007766,0.000859,0.086255,-0.002432,-0.000250,0.002597
29.659338,-0.008497,0.000933,0.086323,-0.048940,0.010738,0.002350
29.687125,-0.010354,0.001202,0.086383,-0.081233,0.010467,0.001939
29.714912,-0.012848,0.001360,0.086433,-0.093516,-0.002356,0.001653
29.742698,-0.015395,0.001229,0.086482,-0.084662,-0.010810,0.001697
29.770485,-0.017445,0.001024,0.086537,-0.058090,-0.003079,0.001875
29.798271,-0.018588,0.001062,0.086589,-0.020731,0.010111,0.001836
29.826058,-0.018631,0.001320,0.086630,0.018622,0.009687,0.001697
29.853845,-0.017633,0.001446,0.086674,0.051309,-0.004600,0.001879
29.881631,-0.015884,0.001264,0.086734,0.070748,-0.012704,0.002334
29.909418,-0.013815,0.001040,0.086808,0.073788,-0.002209,0.002569
29.937205,-0.011889,0.001128,0.086881,0.061099,0.013215,0.002403
29.964991,-0.010491,0.001459,0.086943,0.036613,0.012126,0.002151
29.992778,-0.009867,0.001620,0.086999,0.006407,-0.004182,0.002101
30.020564,-0.010088,0.001433,0.087059,-0.022639,-0.012583,0.002198
30.048351,-0.011043,0.001217,0.087122,-0.044254,-0.000626,0.002186
30.076138,-0.012459,0.001342,0.087178,-0.054173,0.015019,0.001891
30.103924,-0.013973,0.001691,0.087221,-0.051106,0.011539,0.001505
30.127044,-0.015046,0.001819,0.087251,-0.039852,-0.006917,0.001447
30.150165,-0.015783,0.001602,0.087289,-0.023132,-0.018405,0.001794
30.173285,-0.016098,0.001289,0.087336,-0.003867,-0.007376,0.002193
30.196405,-0.015967,0.001284,0.087387,0.014890,0.013927,0.002129
30.219525,-0.015435,0.001634,0.087433,0.030367,0.019665,0.001697
30.241380,-0.014652,0.001942,0.087470,0.040033,0.002511,0.001526
30.263235,-0.013719,0.001868,0.087505,0.043814,-0.017984,0.001916
30.285089,-0.012770,0.001485,0.087549,0.041572,-0.017619,0.002509
30.306944,-0.011933,0.001250,0.087603,0.034025,0.005372,0.002673
30.328798,-0.011310,0.001491,0.087661,0.022571,0.025720,0.002228
30.350653,-0.010962,0.001998,0.087711,0.009008,0.018590,0.001644
30.372508,-0.010914,0.002218,0.087748,-0.004726,-0.010320,0.001531
30.394362,-0.011151,0.001885,0.087780,-0.016774,-0.028317,0.001995
30.416217,-0.011622,0.001377,0.087821,-0.025560,-0.012421,0.002473
30.420588,-0.011737,0.001335,0.087831,-0.026811,-0.004899,0.002468
30.424959,-0.011856,0.001328,0.087842,-0.027884,0.002490,0.002421
30.429329,-0.011980,0.001352,0.087852,-0.028774,0.009088,0.002342
30.433700,-0.012108,0.001404,0.087862,-0.029482,0.014504,0.002240
30.442442,-0.012370,0.001564,0.087881,-0.030342,0.021001,0.001995
30.451184,-0.012636,0.001757,0.087897,-0.030463,0.021333,0.001748
30.459926,-0.012900,0.001930,0.087911,-0.029862,0.016797,0.001548
30.468668,-0.013156,0.002049,0.087924,-0.028570,0.009513,0.001430
30.477410,-0.013398,0.002098,0.087936,-0.026637,0.001699,0.001403
30.495278,-0.013827,0.002014,0.087962,-0.020960,-0.009738,0.001569
30.513147,-0.014139,0.001830,0.087992,-0.013527,-0.009852,0.001824
30.531015,-0.014310,0.001715,0.088025,-0.005094,-0.001335,0.001956
30.548883,-0.014327,0.001750,0.088059,0.003526,0.007639,0.001898
30.570253,-0.014151,0.001937,0.088098,0.012964,0.009748,0.001708
30.591622,-0.013789,0.002102,0.088134,0.020314,0.001454,0.001633
30.612992,-0.013299,0.002078,0.088171,0.024693,-0.007717,0.001813
30.634361,-0.012752,0.001920,0.088212,0.025692,-0.007582,0.002080
30.655731,-0.012219,0.001828,0.088257,0.023404,0.001402,0.002174
30.677100,-0.011767,0.001917,0.088303,0.018356,0.009148,0.002038
30.698469,-0.011446,0.002096,0.088346,0.011389,0.007492,0.001845
30.719839,-0.011285,0.002188,0.088385,0.003537,-0.001021,0.001783
30.743979,-0.011304,0.002102,0.088428,-0.005019,-0.006417,0.001888
30.768119,-0.011513,0.001970,0.088473,-0.011838,-0.000669,0.001961
30.792259,-0.011856,0.002015,0.088519,-0.015866,0.007702,0.001804
30.816399,-0.012257,0.002201,0.088562,-0.016660,0.006660,0.001547
30.840539,-0.012638,0.002294,0.088598,-0.014382,-0.002558,0.001483
30.864679,-0.012932,0.002194,0.088635,-0.009643,-0.007119,0.001664
30.888820,-0.013090,0.002074,0.088675,-0.003368,-0.000589,0.001814
30.912960,-0.013089,0.002133,0.088719,0.003307,0.007831,0.001730
30.937100,-0.012784,0.002802,0.088756,0.023559,0.050641,0.001131
30.965385,-0.011736,0.004334,0.088778,0.055877,0.059016,0.000279
30.970637,-0.011431,0.004601,0.088779,0.060363,0.042245,0.000265
30.975889,-0.011103,0.004779,0.088781,0.064273,0.023205,0.000362
30.981141,-0.010756,0.004856,0.088783,0.067587,0.004190,0.000564
30.986393,-0.010394,0.004836,0.088787,0.070286,-0.012956,0.000846
30.996897,-0.009634,0.004573,0.088799,0.073810,-0.037566,0.001529
31.007401,-0.008851,0.004138,0.088818,0.074808,-0.044997,0.002194
31.017905,-0.008071,0.003702,0.088843,0.073326,-0.036076,0.002683
31.028410,-0.007319,0.003408,0.088873,0.069492,-0.016679,0.002932
31.046933,-0.006130,0.003399,0.088928,0.057656,0.020219,0.002890
31.048464,-0.006043,0.003428,0.088933,0.056420,0.022765,0.002866
