time,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,xhat_0,xhat_1,xhat_2,xhat_3,xhat_4,xhat_5,xhat_6,xhat_7,xhat_8,xhat_9,input_0
0.0,0.0,0.0,223.99795532226562,0.0,0.0,0.0,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.0
0.0,0.0,0.0,223.99795532226562,0.0,0.0,0.0,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,1.2457600783744563e-07,-5.563226568570296e-08,1.2414762278062865e-07,0.0,0.0,-0.24525000000000002,0.999999999999852,-5.440909270734436e-07,-7.949262786999737e-09,8.116353456536621e-10,-8.0
0.025,0.0,0.0013850971863233923,224.01378705554973,0.0,0.15004208135393796,1.7149888374906832,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,3.783502128155312e-07,2.4256543485657704e-07,5.38609344859808e-05,-4.581303838387247e-09,2.653489864365425e-07,-0.4905583747778899,0.9999999999993989,-1.0964463091366367e-06,-1.2066834781627814e-08,5.327883359706223e-09,-8.0
0.05,0.0,0.00781764315834499,224.0873113924498,0.0,0.36059307680179364,4.12159772785814,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,5.314416294028689e-07,4.816460875115762e-08,0.00015206774881097095,-4.5507999329109734e-09,7.939369551839006e-07,2.0706764656680248,0.9999999999977659,-1.6264110233899059e-06,-1.8802318358127192e-08,1.350087929426257e-06,-8.0
0.07500000000000001,0.0,0.019353128954915526,224.21916259844232,0.0,0.5632264444376186,6.43770771822029,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,4.48300942162869e-07,5.3828672394504794e-08,-0.0006772738182183491,-1.8753701624473873e-08,1.6468554718486004e-06,4.364743910422126,0.9999999999843617,-2.170907351066764e-06,-7.140928758648889e-09,5.154016286769616e-06,-7.99793734743914
0.1,0.0,0.03602901241529535,224.4097688185892,0.0,0.771843437472558,8.822210859854446,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,3.023855449968084e-07,4.553064813627061e-08,-0.003164126619898556,-3.4055944963710604e-08,2.809689352671113e-06,6.727953143781589,0.9999999999269905,-2.700825347579007e-06,-2.8565621267028962e-09,-1.1778137229505482e-05,-7.990359856192782
0.125,0.0,0.05799329747896846,224.66082174565975,0.0,0.9861496786457142,11.271742405271807,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,1.2663530344471507e-07,-3.025337685625843e-07,-0.008064068050837352,-5.123441039247108e-08,4.236226947584133e-06,9.16010231836878,0.9999999958652017,-3.230449029749012e-06,-5.426664365029142e-09,-9.087992556471887e-05,-7.975412499653588
0.15000000000000002,0.0,0.08536952534882823,224.97373346206453,0.0,1.2046063684600123,13.768713795737346,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,2.024642833287254e-07,-4.3622146212724434e-07,-0.016028268569618163,8.281671370559902e-08,5.878496761502521e-06,11.647478560605748,0.9999999572211558,-3.758833407046114e-06,1.4111397454800468e-09,-0.00029247830288364464,-7.951069072881345
0.17500000000000002,0.0,0.11825770184805307,225.34964703959304,0.0,1.426931585102679,16.30990265018577,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,1.0447980419490216e-07,-2.4054355392246153e-07,-0.02751111988577086,3.3229085550700263e-07,7.839352045354933e-06,14.179337548596255,0.9999997597418763,-4.2881669713038515e-06,-9.181504619647364e-09,-0.0006931794870784596,-7.915864841897246
0.2,0.0,0.15673134155690394,225.78940275374282,0.0,1.6509412359757312,18.870344675988065,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0,0.0,0.0,1.5763521651598517e-07,-3.7838850638307046e-08,-0.042707107664651724,4.860081287491132e-07,1.0015451238606855e-05,16.752790215647746,0.9999990464783683,-4.825146119173917e-06,-3.2803366964741283e-10,-0.0013809486131298335,-7.869085064956211
